"title","content","date","variant","images","verified","author","rating","product","url"
"Absolutely perfect","I was impatient to get a new desk, as my kitchen table had been completely taken over with work supplies once the pandemic started. I ordered this to get my table back. It's a bit smaller than I thought it would be, but that's mostly due to me being unable to visualize measurements. It's the perfect size for a laptop or small desktop with a little extra space to the side for writing. I was also worried about leg room. I have long legs and often find my knees knocking into the underside of my desks/tables. As there are no drawers and the bars for the desk frame are only about an inch thick, this is definitely not an issue for me with this desk. I can stretch my legs out, cross my legs, or prop them up on a stool and not hit anything. Added bonus, my dog can curl up at my feet!","20 Jul 2020","Size: 39.4"" Color: Rustic Brown","https://images-na.ssl-images-amazon.com/images/I/710ioOUdyYL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81enaGOzOUL._SY88.jpg","Yes","Rebecca Doom","5.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Reliable desk for smaller spaces","This desk arrived in secure packaging and the instructions for assembly were clear. Assembly takes approximately 20 minutes. The top is laminate wood and the underside a solid maroon color. At 39 inches this desk is meant for smaller spaces and fit perfectly into a nook of my home. Because the desk is so light, if using for heavy computer work including frequent typing note that there will be some wobble and movement. Despite this it's a solid option for an affordable desk or console table.","07 Jul 2020","Size: 39.4"" Color: Rustic Brown","","Yes","Jonathan W","4.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Beautiful and Sterdy, nice addition to our living room","Product finally arrived, it was originally set for a Thursday delivery, then Friday and finally Monday it was received.  I absolutely LOVE it and now my daughter wants one too, very easy to put together (just pay attention to the directions, hubby thought he could do it better and had to disassemble and reassemble). I got it in rustic brown and it’s just gorgeous, it will be used for my laptop and printer and cricket machine.","27 Jul 2020","","","Yes","Chrissy D.","5.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Was shipped USPS -- bummer.","Post office said they attempted delivery on day #1; shipment available for pickup at the local PO. So on day #2 I went to the PO to pick up the desk. Was told there was an error and that the desk would be delivered later on day #2.  No delivery. Went to the PO again on day #3. PO did a search and found the desk. PO said the item was too large for their trucks.  Seller should use UPS or FedEx.  Besides that run-around, the desk is exactly as described. I put it together myself (instructions recommend two people) with no issue. Great value and appearance for the $$.  Highly recommended for limited space to work remotely for an unexpected length of time.","10 Jul 2020","","","Yes","Susan J. McDermott","4.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Frustrated","I can’t finish assembling this desk because one of the two side frame pieces, each of which has a crossbar at the bottom that gets screwed in to the sides, is missing one of the holes on one side of the frame where the cross bar should be screwed into so now I have to find a metal shop or someone who can drill a hole in the one side. Very frustrating in light of the fact I already disassembled my heavy dining room table so I could oil it and store it and set this desk up instead.","21 Jul 2020","","","Yes","Kathy Baker","2.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Update; Stay away. Missing hardware on both I purchased.","Update. Supplier contacted me and apologized for missing parts and offered to send more out. I had already replaced the parts so they sent me a $20 refund. I’d stay away. Bought two. Both have missing hardware. One hole clearly wasn’t drilled out on the leg at all. Drilled it myself only to realize the 4 bolts that hold the top on were not there. Was really excited about this desks potential.","31 Jul 2020","","","Yes","Jeff Barger","3.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Nice, small desks","We bought these for our two middle schoolers to do their virtual learning. The desks are small, which is what we wanted -- just the right size. They're sturdy and look nice. Perfect size to hold their chromebooks, a lamp, a mouse, and room to write if/as needed. Assembly was fairly simple, especially if you're used to assembling furniture.","02 Sep 2020","","https://images-na.ssl-images-amazon.com/images/I/71JjIgt+PIL._SY88.jpg","Yes","Karen M.","5.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Disappointed in this company / no quality control","I bought 2 of these. One came with a chip in the particle board top, but was otherwise alright. The other, however, came with incorrect parts (received two of one side of the legs, but none of the other side. I wrote an email to the company asking to expedite me the correct opposite side legs, but I never received them or any compensation for getting the wrong parts. Luckily, my father is handy and was able to drill holes and buy bolts to modify the incorrect part to get it together for my son. Sad that for the generous amount of money I paid for these simple desks, that Foxemart could not do better quality control than that. I would NOT recommend purchasing these desks to others.","13 Sep 2020","What's this?","","Yes","Trish K","2.0","Foxemart 47 Inch Computer Table Sturdy Office Desk, Modern PC Laptop 47” Writing Study Gaming Desk for Home Office Workstation, White and Black","/Foxemart-Computer-Sturdy-Writing-Workstation/product-reviews/B089R6JWWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Beautiful Desk Combo","I live in an apartment and have a home business so I needed a lot more office space put into an already cramped area. I originally had a student type corner desk in the same spot with two end tables on either side holding my pc, printer and stacks of paperwork.  After 2+ weeks of traveling to stores to physically see and measure the desks I could find I decided to go with the Bush Cabot L-shape desk along with the matching hutch from Amazon. I have owned it for a little over a month as of the writing of this review and have used it every day. I’m going to try and address the issues/questions I’ve read in other reviews. This is a mass-produced particle/press board furniture product, not solid wood and not hand crafted. If you have never owned or assembled this type of furniture take notes, the following goes for any furniture of this type. 1. Read the instructions from cover to cover before doing anything, then read them again and make sure all the parts/hardware are included. 2. It WILL scratch easily. The wood finish is more or less wall paper glued to the particle board. I even scratched mine due to impatience while hooking up my monitor (which is rather large and barely fit in the hutch opening-see pic). But since finishing the assembly I have had no scratches, I even use one of my mouses on the desk without a pad. I used a sharpie to cover it nicely. 3. Mass produced by machinery, not hand. This means that some of the holes may be slightly off, or not completely pre-drilled. It is a relatively soft wood product so lining up and “persuading” a screw to go where it is needed is easy. DO NOT use power tools to assemble, it is not necessary and any slips or over torquing WILL damage your furniture possibly to the point of no repair. 4. Buy a small bottle of wood glue to use everywhere a dowel is needed to add some stability. Most of this “assembly needed” furniture includes a small bottle in the packaging but this desk/hutch did not. You can find it at just about any store for less than $5 and it is worth it. 5. The wire management consists of a hook inside the pc cabinet and the USB port, not much else. There is a gap between the hutch backing and the desk that allows wires to be fed through, not very pretty but easy enough to manage with some wire ties, time and patience. (I plan on doing that one day…) 6. The phone charging tray/cubby is close to useless as most phones will only fit laying on their side and the “shelf” used to hold the charging tray is only 4.5” deep leaving it useless as anything else. (see pic) Also, the “tray” is felt covered and slides around, some two-sided tape or Velcro helps. It does work nicely on the desktop or on another table though. These things said, this is a beautiful desk/hutch combo for the price and it has plenty of storage and workspace. I have a printer, laptop, speakers, 27” monitor and pc tower all on the desktop with plenty of room to use each. (Yes, there is a space for the tower behind a beautiful glass inlaid door but I have a gaming pc that needs to be seen and not tucked away) My dog even has a bed underneath and I still fit fine. The construction is sturdy (especially after using the wood glue) and I am very happy with my decision to buy this combo. I ordered both the desk and hutch together and got a small discount from Amazon for doing so. Hope this helps.","16 Aug 2017","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/71Ot+MxkcRL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71SmUwgGVjL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71gJwwLDXxL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71owvIufeYL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71yek93M8ML._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81fjPQVsoPL._SY88.jpg","Yes","Rick F.","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very nice corner unit for under 300! Def recommended 👍","Very nice desk for under 300 shipped although some reviews would lead you to think this isn't a nice unit at all. Totally false in my book and I am picky. The only blemish I found was on the fiberboard that is hidden on the back side tacked on. The drawers are off a bit on their alignment but I can deal for the price. I would recommend this unit, take your time, line up the bags of screws to see what all you are working with and since all pieces are stickered A-Z line them up and your putting together will be a breeze. It is quite a few parts that's my only suggestion.","09 Jan 2015","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/61QrVe3iXVL._SY88.jpg","Yes","Jayme B. Cabott","4.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It's a great desk. This desk is sturdy and assembly was ...","I've had this desk and the matching lateral file for several month now. It's a great desk. This desk is sturdy and assembly was smooth compared to most furniture assembly experiences I've had. As far as customer service goes, the email contact page on the bush furniture website is awful and flat-out does not work. If you need customer service, CALL THEM. I ordered the matching lateral file and the anti-tip mechanism was defective. The person I spoke with was very helpful and pleasant to speak with. She mailed me a new one right away. I installed and haven't had a problem since. Pro TIP: Make use of the wire grommet next to the USB hub: You can use a Medium or ""16mm capacity"" metal binder clip as a very quick and easy cord manager for your various charging cables (I've attached pictures). The clip is 1 1/4"" wide and fits perfectly inside the grommet. No more charging cables falling under or behind the desk! This method keeps them readily available, but also keeps them from sticking above desktop.","13 Jun 2018","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/714xS7S5r7L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/718UuW+TLnL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71SuUbr2OCL._SY88.jpg","Yes","CrazyCal","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Done with Amazon.","Absolute garbage! They forgot to box our bottom drawer So we only get one. None of the screws for the top drawer sit flush so you get an awesome clanking sound when they are opened and closed. I took them out, cleared out the holes and set them again. Still the same effect. The problem with cheap particle crap wood is that you can only do this once before the ""integrity"" of the particle board becomes compromised and the screws will be too loose. This is garbage. Literally and figuratively. I just spent the last four hours trying to put this together for my wife and I'll be damned if it's going to sit in her office like this. I'm giving Amazon 5 days to have this removed and a brand new one, already assembled, set in its place or I'm writing Amazon off for good. That means I'm returning my 2 Amazon echos and my 3 Amazon echo Dots. Also I will no longer be a subscriber to prime, Kindle or any of the many Amazon related subscriptions that I currently subscribe to. I've spent so many thousands of dollars over the past several years with Amazon and I'm sick and tired of them allowing crap like this to be shipped to their customers. I've had it. Figure this out Amazon or I'm done.","01 Jan 2019","Color: Heather Gray","https://images-na.ssl-images-amazon.com/images/I/71OHy1BnWML._SY88.jpg","Yes","Adam Harris","1.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Easy to build, seems durable, looks nice. Obviously not a custom-built piece, but it isn't pretending to be, either.","Overall: We have no complaints about this desk. It is about on par or slightly better than IKEA's upper-middle line: particle board with the veneer over it, but it doesn't feel cheap and flaky, nor does it smell of glue.  Building this was an easy task for my husband and I, and I was 5 months pregnant at the time (no heavy lifting for me, but that didn't negatively affect the building process).  The only time we had some difficulty was getting the glass door hinges adjusted properly for the door to close without rubbing.  I think we over complicated that on our own, though, because we took the hinge apart before trying it at the default tightest setting, which ended up being the right one.  Also, when attaching the veneered backing, the nails have screw heads. I think this is because it offers a more finished look, but it was super confusing when we couldn't screw them in.  Of course, the instructions show using a hammer, but when you pick up a slightly threaded fastener with a screw head, it is natural to assume it is a screw, not a nail. Every single piece in this set is clearly labeled. All of the hardware and fixtures were labeled and present in proper number as well. Any of the labels are easily peeled off if some of them end up being visible.  The instructions are very clear and well-labeled.  The only time we had any confusion over the instructions was when we were building the drawers and had were supposed to have not reattached the runners to the drawer mechanism already in the cabinet (they were supposed to be attached to the drawers and then slid back on).  Not a big deal!  We realized our mistake and remedied it within two minutes. If you've ever built IKEA furniture, this is a walk in the park in comparison.  Any reasonable adult or adolescent should be able to build this piece with little difficulty, though it is definitely a two-person job at times. Tools needed: We used a cordless drill with the clutch helping us keep at a slow speed, but a screw driver would have worked fine. Regular claw hammer optional: rubber mallet for tacking in the included plastic floor protectors optional: wood glue to secure wooden pegs Building time: I am not exactly sure how long it took, but we accomplished it in an afternoon.  I think it was around 4 hours working at a leisurely pace. We unpacked both boxes, grouping like pieces together in our hallway for easy access, put the baggies of various sized screws/pegs/etc in numerical order, and then built on a beach towel to prevent scratching of our wood floors or new desk. Packaging note: This product comes in two (heavy) boxes.  The boxes are stapled and glued shut, and then are lined with Styrofoam inside.  Small boxes (often housing the bags of hardware) or pieces of styrofoam are used to keep the pieces from sliding around.  I was impressed with how well this was packaged!  However...at one point in shipping, one of our boxes had been dropped and was delivered in an obviously ""exploded"" fashion.  Fortunately, nothing was missing or damaged, and this is not an Amazon problem.  But, I think it is worth noting for both the positive and negative implications: these boxes can survive a beating, but be sure to count and check your pieces right away for damage if you get a damaged box. End result: My husband has his two 23"" monitors on one arm of the desk along with his two speakers, keyboard, and mouse; his computer is in the corner (he has a LAN computer with a case shaped like a milk crate...it isn't going to fit in any standard CPU cabinet, so we put the serge protector, wireless router, and modem in the cabinet); and a printer in line with the drawers on the other arm of the desk. It is a tighter fit than we had hoped, but, it is comfortable, and there is some room on the drawer-side arm for a laptop to sit, or some snacks, or just to have some basic elbow room. We haven't had any scratching or damage in the past couple of weeks of use.  Will update if anything bad happens.  :)","05 Jun 2016","Color: Harvest Cherry","","Yes","J. Collins","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Make sure all parts are included.","I read the reviews earnestly.  Should have heeded their warning.  I did not receive a set of screws, as well as a drawer mechanism.  I will have to wait 2 months for these parts.  I am very glad I checked this out, as per a suggestion from the reviews.  I don't have the original box, but, I'm so discouraged, now.  Meanwhile, I have put together a chair, a table and a bed.  They were all easy.  I love the color of this desk, It's gorgeous.  But I want something easier.  And more immediate.  And seeing it, in person, it's really massive.  As an apt dweller, eager to start my ""Adult life"", I want something a bit more compact and sooner.  I'll see what customer service says, and go from there...  I will say, though, their response time was very good.  Just not the parts. As an update, make sure you keep the box for returns.  UPS charged me approx $50 to return it, including their packing fee.","11 Apr 2018","Color: Espresso Oak","","Yes","K Morgan","1.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Works fine","Works fine for a decent desk, The finishing of wood is just a paper on MDF. Beware. IF you tend to stick something on it and peel it off, the paper will peel off too.. Also it retains moisture making it slightly bubbly later on. It is sturdy with all the L support it has. Takes a lot of time to put in if you plan to do it alone. Rather get someone to study the instructions and you may be able to speed up the process. I did it all alone and it took me 4 hours. I like to do it right the first time.I connected my dual monitors with a clamp stand and works fine. The USB outlet is 2.0. So if you plan to charge your phone, It will take ages. I so wished they had considered USB 3.0. Would have made our lives easy. Otherwise, the design is good. Looks stylish. I applied a water proof stain on it so it doesn't retain moisture. Hope this helps.","25 Dec 2017","Color: Harvest Cherry","","Yes","Venky","3.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Don't be intimidated by other reviews","I'm a 22 year old gal who, on a good day, can tell the difference between a wrench and a ratchet. I am not handy. Having said that, this desk was NOT that difficult to put together. It took me about 3 hours (including gabbing with coworkers in between), I had no help, and I made no mistakes. Other reviewers make it sound like this is the rubik's cube version of a desk. It is NOT that bad!!!! The instruction manual wasn't great, but if you just let yourself take a moment to get used to it and follow the pictures, you'll be fine. It calls for a second person but again, I managed it just fine on my own. I enjoyed putting it together, and the results were gratifying! Does it look like a thousand-dollar desk? No. Does it look nice, though? Yes. very. It is extremely sturdy. Everything fit well together. The color is a very nice, rich, extremely dark brown. It is well represented in the photo. The desk is a little higher than what most are used to, but I love the height. Any regular office chair will do just fine. The key to putting this desk together: USE A POWER DRILL OR POWER SCREWDRIVER. I cannot imagine putting this thing together with a manual screwdriver. It would take forever. Use a drill and you will save yourself a ton of grief and a whole lot of time. Overall, for what it is, I love it. The price is more than reasonable and I am very pleased with the product. Do not be intimidated by other reviews. I even have the desk facing out where everyone who walks through my office door sees what other reviewers call the ""ugly"" backside. In my opinion, it looks just fine. No need to place against a wall or hide in a corner! Very pleased and would order again!","22 Jan 2014","Color: Espresso Oak","","Yes","Sierra","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Cheap parts that chip","For this price, it should have been made with some quality...Almost each nail, or part you need to assemble cracks the particle board / Wood so it looks like its been used for years and yet its brand new...I would not recommend this even though i really liked the photos of the desk...Bought the hutch too, and same issues...The felt board for the back part is so cheaply made its very disappointing ...Customer service is very nice, but the cabinet brackets are hell to install and are still not level no matter how many times you try to adjust it !!","12 Jul 2019","Color: Harvest Cherry","","Yes","Lisa D.","1.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Love it. Fairly easy to setup","I have to say this is a solid desk. Love it. Fairly easy to setup. Avoid using power drills or any power tool as that is a recipe to cause some damage to the desk! Good old Philips &flat head screw driver will do the trick. I'd do a 5 star but was not impressed with the delivery timing. Maybe the holidays is to blame. But all in all I am happy with this investment. Exactly what I was look for!","16 Dec 2015","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/71nuzUS1IOL._SY88.jpg","Yes","Edward","4.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Beautiful Desk Combo","I live in an apartment and have a home business so I needed a lot more office space put into an already cramped area. I originally had a student type corner desk in the same spot with two end tables on either side holding my pc, printer and stacks of paperwork.  After 2+ weeks of traveling to stores to physically see and measure the desks I could find I decided to go with the Bush Cabot L-shape desk along with the matching hutch from Amazon. I have owned it for a little over a month as of the writing of this review and have used it every day. I’m going to try and address the issues/questions I’ve read in other reviews. This is a mass-produced particle/press board furniture product, not solid wood and not hand crafted. If you have never owned or assembled this type of furniture take notes, the following goes for any furniture of this type. 1. Read the instructions from cover to cover before doing anything, then read them again and make sure all the parts/hardware are included. 2. It WILL scratch easily. The wood finish is more or less wall paper glued to the particle board. I even scratched mine due to impatience while hooking up my monitor (which is rather large and barely fit in the hutch opening-see pic). But since finishing the assembly I have had no scratches, I even use one of my mouses on the desk without a pad. I used a sharpie to cover it nicely. 3. Mass produced by machinery, not hand. This means that some of the holes may be slightly off, or not completely pre-drilled. It is a relatively soft wood product so lining up and “persuading” a screw to go where it is needed is easy. DO NOT use power tools to assemble, it is not necessary and any slips or over torquing WILL damage your furniture possibly to the point of no repair. 4. Buy a small bottle of wood glue to use everywhere a dowel is needed to add some stability. Most of this “assembly needed” furniture includes a small bottle in the packaging but this desk/hutch did not. You can find it at just about any store for less than $5 and it is worth it. 5. The wire management consists of a hook inside the pc cabinet and the USB port, not much else. There is a gap between the hutch backing and the desk that allows wires to be fed through, not very pretty but easy enough to manage with some wire ties, time and patience. (I plan on doing that one day…) 6. The phone charging tray/cubby is close to useless as most phones will only fit laying on their side and the “shelf” used to hold the charging tray is only 4.5” deep leaving it useless as anything else. (see pic) Also, the “tray” is felt covered and slides around, some two-sided tape or Velcro helps. It does work nicely on the desktop or on another table though. These things said, this is a beautiful desk/hutch combo for the price and it has plenty of storage and workspace. I have a printer, laptop, speakers, 27” monitor and pc tower all on the desktop with plenty of room to use each. (Yes, there is a space for the tower behind a beautiful glass inlaid door but I have a gaming pc that needs to be seen and not tucked away) My dog even has a bed underneath and I still fit fine. The construction is sturdy (especially after using the wood glue) and I am very happy with my decision to buy this combo. I ordered both the desk and hutch together and got a small discount from Amazon for doing so. Hope this helps.","16 Aug 2017","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/71Ot+MxkcRL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71SmUwgGVjL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71gJwwLDXxL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71owvIufeYL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71yek93M8ML._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81fjPQVsoPL._SY88.jpg","Yes","Rick F.","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very nice corner unit for under 300! Def recommended 👍","Very nice desk for under 300 shipped although some reviews would lead you to think this isn't a nice unit at all. Totally false in my book and I am picky. The only blemish I found was on the fiberboard that is hidden on the back side tacked on. The drawers are off a bit on their alignment but I can deal for the price. I would recommend this unit, take your time, line up the bags of screws to see what all you are working with and since all pieces are stickered A-Z line them up and your putting together will be a breeze. It is quite a few parts that's my only suggestion.","09 Jan 2015","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/61QrVe3iXVL._SY88.jpg","Yes","Jayme B. Cabott","4.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It's a great desk. This desk is sturdy and assembly was ...","I've had this desk and the matching lateral file for several month now. It's a great desk. This desk is sturdy and assembly was smooth compared to most furniture assembly experiences I've had. As far as customer service goes, the email contact page on the bush furniture website is awful and flat-out does not work. If you need customer service, CALL THEM. I ordered the matching lateral file and the anti-tip mechanism was defective. The person I spoke with was very helpful and pleasant to speak with. She mailed me a new one right away. I installed and haven't had a problem since. Pro TIP: Make use of the wire grommet next to the USB hub: You can use a Medium or ""16mm capacity"" metal binder clip as a very quick and easy cord manager for your various charging cables (I've attached pictures). The clip is 1 1/4"" wide and fits perfectly inside the grommet. No more charging cables falling under or behind the desk! This method keeps them readily available, but also keeps them from sticking above desktop.","13 Jun 2018","Color: Espresso Oak","https://images-na.ssl-images-amazon.com/images/I/714xS7S5r7L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/718UuW+TLnL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71SuUbr2OCL._SY88.jpg","Yes","CrazyCal","5.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Done with Amazon.","Absolute garbage! They forgot to box our bottom drawer So we only get one. None of the screws for the top drawer sit flush so you get an awesome clanking sound when they are opened and closed. I took them out, cleared out the holes and set them again. Still the same effect. The problem with cheap particle crap wood is that you can only do this once before the ""integrity"" of the particle board becomes compromised and the screws will be too loose. This is garbage. Literally and figuratively. I just spent the last four hours trying to put this together for my wife and I'll be damned if it's going to sit in her office like this. I'm giving Amazon 5 days to have this removed and a brand new one, already assembled, set in its place or I'm writing Amazon off for good. That means I'm returning my 2 Amazon echos and my 3 Amazon echo Dots. Also I will no longer be a subscriber to prime, Kindle or any of the many Amazon related subscriptions that I currently subscribe to. I've spent so many thousands of dollars over the past several years with Amazon and I'm sick and tired of them allowing crap like this to be shipped to their customers. I've had it. Figure this out Amazon or I'm done.","01 Jan 2019","Color: Heather Gray","https://images-na.ssl-images-amazon.com/images/I/71OHy1BnWML._SY88.jpg","Yes","Adam Harris","1.0","Bush Furniture Cabot L Shaped Computer Desk in Espresso Oak","/Bush-Furniture-Shaped-Computer-Espresso/product-reviews/B005EOL812/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
