"title","content","date","variant","images","verified","author","rating","product","url"
"Basically a perfect chair","As a relatively big guy (5'11"" 270lb) I really don't know what all the hubub's about on this chair being ""small"". It fits me just fine. It's compact without being too small. For a home office, this is a good thing. The lumbar support hits me right in the small of my back, above the belt line (where it should). It's well made. The arms are designed to fit under a desk. They don't provide forearm support when working, but I rest my forearms on my desk when I'm working anyway. When I lean back, the arms are there to support my wrists and give my hands something to hold onto. Assembly took literally 15 minutes. (I know, because I did it between conference calls.) I spent a LOT of time reading reviews and comparing various chairs. I finally decided to give this chair a chance and I'm very glad I did. It's a nice chair, not only for the price, but just in general. I wrote this review after receiving the chair, assembling it, and using it for a day. If anything changes, I'll update the review. But really... Maybe there are people for whom this chair wouldn't work. But it feels to me like a nice comfortable chair of average / compact dimensions that you might find in almost any office. One tip about the arms being too close together... The arms have slots in them for the bolts. So you can choose whether to snug the arms against the edges of the seat or allow a little extra width. I assembled the arms in the widest place in the slots. I recommend you do the same, no matter your size. It will give you some extra room in the chair. I'm picky. I'm not small. Price wasn't my #1 consideration in my decision. I like the chair and I'd buy it again.","22 Jul 2019","","","Yes","Eric Lovgren","5.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Cushioning barely lasted a few months.","Great for a few months, but after that the cushion absolutely disappears. I sit in my chair for 6 hours or so a day, as most people who work in an office do. It was comfy at first, but now it's like I'm sitting on wood. My tailbone is sore now that I keep sitting on it. If you want to replace your chair after 3-4 months then this will work. I was hoping to get at least a year out of this. Don't buy for longevity.","24 Feb 2018","","","Yes","Steven Irvine","1.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Excellent chair.","This is a very nice chair for the price. I especially love the way they packaged the screws, etc. Very clearly labeled and a big improvement, in my opinion, over the usual blister packs. It's quite comfortable for a 6' tall 175lb guy. Adjustment is easy, rolls nicely, all the stuff you want in a chair. I saw some complaints on here about overlap of the metal plates between the chair back and main support plate. This was addressed in the instructions in my case. Not a problem. I design machines for a living and I don't think this is a major issue, didn't impede assembly and helps relieve stress on the bottom of the chair if anything, I saw some pictures of the o-ring around the mesh coming loose. Mine did too. A couple of drops of super glue cured that, the rubber ring is strictly decorative in my opinion anyway. Glue it in, you'll be fine. Great bang for the buck! Would buy again and recommend highly. Didn't take anything off my 5 star rating because any objections I may have had weren't worth making a very nice, cost effective product look even slightly bad over trivial BS.","13 Mar 2018","","","Yes","Scott Drager","5.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Do Not Buy!","I purchased one of these chairs back in August of 2017 and it has been amazing, but the seat has gotten a little worn so I just ordered a new one (September 2019). I was SO DISAPPOINTED when I got it all put together-- it looks the same, but it is a cheap version that is literally too uncomfortable to sit in. The metals posts that support the back are shorter, the back now needs to be screwed on (the old version is permanently connected); the edging that goes around the back has been removed (and is sharp); the mesh is rougher; and the wheels dont fit flush to the base, which cause a wobble ( see photos ). I would have packaged it all up to return already, except that adjustable shaft is now stuck in the base and the chair -- I've had to call in a favor to have a second person come and help me pull it apart tomorrow. It is so disappointing on every level possible, and I'll definitely think twice before purchasing another piece of Amazon Basics furniture.","30 Sep 2019","","https://images-na.ssl-images-amazon.com/images/I/71laL+-yKpL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71thuIUVIML._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81I3Y7y-dKL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81javVWFSVL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/91MPrWvS7WL._SY88.jpg","Yes","Mack Gooding-Waldron","1.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Perfect Small chair for small people","I read the reviews before buying and these people were right. The arms are weird and too short to be useful. They do not adjust. And I am a short and small person (5') so this chair is great for me but my 6'3 husband not so much, which is fine because I got it for me, it's MY chair, so he shouldn't be sitting in it anyway. I call that a win. I happen to think it's actually really comfortable especially considering how cheap it was. Looks nice enough and It was super easy to assemble. Seems pretty durable. I've spent entire days in this chair working and so far not one backache.","07 Apr 2017","","","Yes","tourdm","5.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Does not age well","I've owned it for a year so this review is based on long term results as the comfort has changed since I first put it together.  The cushion is now maybe 20% the thickness it once was, at least in the spots I most frequently sit.  I find myself rotating positions as my butt gets tired and back starts to ache. The armrests are hard plastic, would like to see some sort of softer material used instead. Back support is probably the highlight (despite my back feeling sore on occasion, I think that is due to awkward positions necessitated out of discomfort from below). The chair is available for a great price, but after a year I'm already starting to shop around.  My guess is you get what you pay for, and I plan on a significant upgrade.","27 Apr 2017","","","Yes","W. Griswold","3.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Overall great chair with room for a armrest improvements","Overall I like this chair, especially for the price.  Assembly was a breeze.  All parts were clearly labeled.  Whomever packaged the parts and wrote the assembly instruction booklet couldn't have made it more clear and easy.  (A rarity.) I find the cushion to be comfortable and of medium firmness.  I would've paid more if the arm height was adjustable, or if at a minimum were able to be lifted out of the way against the back of the chair making the chair essentially armless.  I find the fixed arms to be about an inch too low, but if I am just sitting back, relaxing in the chair, my wrists rest on the armrest and it's better than nothing. The height of the chair was very important to me.  It was hard to find accurate measurements, so as soon as I put the chair together, I took my own measurements.  I hope someone else will find it helpful.... The seat is 19"" wide x 18"" deep.  The height to the top of the seat at it's lowest setting is 17.5"" and 22.25"" at it's highest.  The seat height sinks about 7/16"" when you sit in it.  Because the seat is rounded in the front and not perfectly flat, it makes measuring the height difficult.  I placed a thin piece of cardboard on the seat, then a quart sized paint can on top so it wasn't floating.  I then measured from the floor to the bottom of the cardboard.  I posted a few pictures.  (Sorry if they are sideways...they are the correct way on my computer and nothing I did uploaded them right side up on Amazon.) Floor to top of arm height is 23 5/8"" at lowest seat height setting and 28 3/8"" at highest seat setting.  (To determine if it will roll under a desk.  This is also difficult to measure as the arm rest is curved. I measured the middle of the arm rest.) Fixed arm height is about 6.25"" from top of seat to top of arm. Note many reviewers complained that during assembly of the back rest to the seat cushion, the metal back bar frame overlapped the seat plate.  They must have updated the assembly instructions at some point because the instructions clearly state, ""the metal back bar frame will overlap on the seat plate.""  They then show a diagram showing the overlap with another note,""back bar will overlap seat plate when aligning to holes.""  So, this is not a design flaw but intentional. Overall, I am very happy with the chair.  I use it about 4-5hr a day, 5 days a week.  So far after 3 months it is holding up well.","20 Feb 2017","","https://images-na.ssl-images-amazon.com/images/I/61kCMEtrtPL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61qHzdVzhLL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/712yzwoa3+L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/718S1WFq9qL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81-L1Rl0ocL._SY88.jpg","Yes","Jever","4.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Select a different chair","Very uncomfortable chair. When seated with good straight posture, the lower frame of the backrest is the first portion to make contact with my back. In order to use the backrest without the bar pressing into my back, I must use a pillow to help bridge the gap or sit slouched back. Chair is assembled correctly but unfortunately there is no way to adjustment the angle of the backrest.","13 Mar 2019","","https://images-na.ssl-images-amazon.com/images/I/61WCVu9r6kL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71yaQSWyiFL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81wrtaAeZdL._SY88.jpg","Yes","Garrett","1.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"A Much-Longer-Than-Needed Review for a Chair","I'm a big fan of amazon. I needed a chair. AmazonBasics had a chair. So I bought it. The thought of an Amazon brand chair was exciting to me. I needed an office chair and I wasn't willing nor was I capable of affording a Herman Miller, or a Steelcase, and so on. I've had $200 Staples/Costco chairs and they're okay, but typically not that much better than a chair such as this one. Rather than buying the cheapest generic chair from some generic Chinese company, it was appealing that a company that I have found to be reliable had their own to offer. Assembly: Out of the box, nothing was missing or broken. A booklet is included with very clear instructions and the hardware is separated and labeled in plastic bags; very well executed. One thing that bothered me is when you attach the back cushion under the seat it overlaps with the seat plate. I thought I did something wrong so I took it apart and put it back together for no reason, delaying the assembly process (I might have OCD). In the end, it doesn't seem to be a problem. Comfort/Functionality: The seat cushion is very thick and firm, it's probably my favorite thing about this chair. I LOVE THE SEAT CUSHION. Same goes for the back mesh, comfortable with good support. The pneumatic lift works well. The chair comes with a tilt lock and tilt tension adjusting knob, very basic. The caster wheels are very smooth. I don't really care for the arm rests, but there's nothing wrong with them I suppose. They are placed relatively low, my elbow does not even reach them so I don't use them (I'm 5'8"" btw). I'm guessing they did this so that the chair could easily be pushed into the desk without clearance issue. Again, this is not important to me but take it into consideration when buying. No complaints at all. The chair feels very sturdy, nothing creaks or rattles or anything. It's a solid chair. Summary: I'm pleasantly surprised by this chair. It definitely exceeded my expectations and I can see myself using it for a long time to come. It's a comfortable and sturdy, no-frills, no-nonsense office chair. Well worth the money. I really like the seat cushion... I highly recommend it.","12 Jan 2015","","","Yes","JL","5.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"A well-priced chair for Basic office need - LATEST review September 2017 with Pictures","Overview: 1. The chair is similar to another chair sold by Walmart for similar price. Its built and quality are acceptable for the price range. The non-adjustable armrests are made of hard plastic material so you may find it not really comfortable. 2. It takes about 15-20 minutes to fully assemble the chair.  Well-written instruction. 3. The chair can adjust from 17.5 to 22.5 inch in height (about 44-57 cm). Maximum load is 250 lbs. Detail review is as following: 1.Packaging: The product came in a carton package size of 10x23x26inch (24x58x65cm) approximately. Nothing fancy about this product packaging, the package looks not so study and protective from the outside. Mine actually came with one corner being deformed. On the carton, it says “Product origin of China” 2.Tools required: (1x) of a pair of scissors (or an utility knife) to cut the carton box open, and (1x) Allen wrench which is included with the package. 3.Open the box: Inside the package, the back support was bubble-wrapped while other components are in regular plastic bag. Although the carton was deformed, no components are damaged. Each group of assembly parts (screws, washers) are in separate ziploc bags with well-identified alphabet symbol for ease of locating components during the assembly process later. 4.Assembly: a.The instruction is well written with clear narrative and diagrams so assembly steps are easily to follow. It also comes with multi languages (English, French, Spanish and Chinese). If you have seen an instruction by IKEA (which assumes you are a handyman), you will indeed appreciate this product assembly instruction. This instruction is evidently written by American engineers  b.The assembly steps are logical enough so I could put parts together without any issue. Tips for you: (1) use the packaging bubble wrap and other plastic bags as your assembly surface to prevent chair components or your house floor being scratched. (2) Only hand tight the screws. Do NOT over tighten the screws. (3) Before you sit  on the newly-assembled chair the first time, make sure the chair is put together properly by checking on all screws are being tighten. 5. Final Result: This chair is fine for the price. The meshed back support is not really designed for ergonomic but it seems to be sturdy enough for its design intent. The chair height adjuster works fine, I measured and the chair can adjust from 17.5 to 22.5 inch (about 44-57 cm) in height. The back support can also tilt backward or forward based on your preference. AmazonBasics Mid-Back Mesh Chair","03 Sep 2017","","https://images-na.ssl-images-amazon.com/images/I/616F+4WuYHL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71GqN-CIT3L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71KrSihyh1L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71Ph3wciJnL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71XLp8ziO5L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71dV27xn2hL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71g+1i+MTLL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71yOLKoSYrL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81eMpI4ishL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81s4klqrFnL._SY88.jpg","Yes","Kevin L.","4.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Basically a perfect chair","As a relatively big guy (5'11"" 270lb) I really don't know what all the hubub's about on this chair being ""small"". It fits me just fine. It's compact without being too small. For a home office, this is a good thing. The lumbar support hits me right in the small of my back, above the belt line (where it should). It's well made. The arms are designed to fit under a desk. They don't provide forearm support when working, but I rest my forearms on my desk when I'm working anyway. When I lean back, the arms are there to support my wrists and give my hands something to hold onto. Assembly took literally 15 minutes. (I know, because I did it between conference calls.) I spent a LOT of time reading reviews and comparing various chairs. I finally decided to give this chair a chance and I'm very glad I did. It's a nice chair, not only for the price, but just in general. I wrote this review after receiving the chair, assembling it, and using it for a day. If anything changes, I'll update the review. But really... Maybe there are people for whom this chair wouldn't work. But it feels to me like a nice comfortable chair of average / compact dimensions that you might find in almost any office. One tip about the arms being too close together... The arms have slots in them for the bolts. So you can choose whether to snug the arms against the edges of the seat or allow a little extra width. I assembled the arms in the widest place in the slots. I recommend you do the same, no matter your size. It will give you some extra room in the chair. I'm picky. I'm not small. Price wasn't my #1 consideration in my decision. I like the chair and I'd buy it again.","22 Jul 2019","","","Yes","Eric Lovgren","5.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Cushioning barely lasted a few months.","Great for a few months, but after that the cushion absolutely disappears. I sit in my chair for 6 hours or so a day, as most people who work in an office do. It was comfy at first, but now it's like I'm sitting on wood. My tailbone is sore now that I keep sitting on it. If you want to replace your chair after 3-4 months then this will work. I was hoping to get at least a year out of this. Don't buy for longevity.","24 Feb 2018","","","Yes","Steven Irvine","1.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Excellent chair.","This is a very nice chair for the price. I especially love the way they packaged the screws, etc. Very clearly labeled and a big improvement, in my opinion, over the usual blister packs. It's quite comfortable for a 6' tall 175lb guy. Adjustment is easy, rolls nicely, all the stuff you want in a chair. I saw some complaints on here about overlap of the metal plates between the chair back and main support plate. This was addressed in the instructions in my case. Not a problem. I design machines for a living and I don't think this is a major issue, didn't impede assembly and helps relieve stress on the bottom of the chair if anything, I saw some pictures of the o-ring around the mesh coming loose. Mine did too. A couple of drops of super glue cured that, the rubber ring is strictly decorative in my opinion anyway. Glue it in, you'll be fine. Great bang for the buck! Would buy again and recommend highly. Didn't take anything off my 5 star rating because any objections I may have had weren't worth making a very nice, cost effective product look even slightly bad over trivial BS.","13 Mar 2018","","","Yes","Scott Drager","5.0","AmazonBasics Mesh, Mid-Back, Adjustable, Swivel Office Desk Chair with Armrests, Black","/AmazonBasics-Mid-Back-Office-Chair-Armrests/product-reviews/B00IIFW2L4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"I really like this chair.. with one caveat.","I really like this chair. It's pretty comfortable. A vast improvement over my old junky pc chair. There is alot of cushioning, and it isn't very hard to assemble, all the parts necessary are included. My one complaint is that, the underside of the legs of the chair have not been sanded or rounded; the five legs that protrude from the bottom have sharp edges on the bottom. This is not always a problem, but the other day I did manage to accidentally cut the back of my heel on these legs; if you're like me and you're using this chair at home  (and often barefoot because im at home) this could be a problem for you. If not for this sharp edge, it gets 5 stars. I'm going to buy another one, because i do like the chair; but just know that it can cut you if you aren't careful.","29 Jan 2018","","","Yes","Zelkova","4.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"After 2 months the padding was pretty much non-existent and it started to squeak pretty badly","This was meant as a desk chair for a computer. Padding started to wear out with medium use after a month. After 2 months the padding was pretty much non-existent and it started to squeak pretty badly. I weigh only 160 lbs, so if its wearing out while I'm sitting on it, I can only imagine the longevity an average person would get out of it. Can't recommend at all based on this; you get what you pay for I guess.","19 Aug 2017","","","Yes","Anonymous","1.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"EXTREMELY EASY TO PUT TOGETHER AND COMFORTABLE AS WELL!!!","This chair was incredibly easy to put together!!! :)  It took me about 10 minutes and I am not mechanically inclined.  The instructions were very easy to follow and I was given extra screws as well.  It goes together with an allen wrench, which is supplied.  I have never before in my life used an allen wrench let alone seen one, but it was very easy.  I am a 55-yr. old disabled woman and get confused easily, but this is the easiest piece of furniture I have ever assembled all by myself and I have put together a couple of vacuum cleaners and a rug cleaner.  The chair is incredibly comfortable as well.  It also rolls pretty good on carpeting.  Thank-you for making it soooo easy!!!","20 Oct 2015","","","Yes","Julie Bird","5.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"2nd time trying Amazon Basic product line. So far so good.","--Good quality product --Plain and simple design, yet comfortable --Doesn't have any squeaking sound --Affordable I am happy with the product! Highly recommended for people looking for budget yet comfortable chair!","23 Oct 2015","","https://images-na.ssl-images-amazon.com/images/I/71Xdl3CYGsL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71zS9dwvt8L._SY88.jpg","Yes","Atticus Johnson","5.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Amazon Basics Low-Back Task Chair VS. Hon Basyx HVL210","My office has the Basyn HVL210 and I love every minute I use that chair. I read many of the reviews for this item and I thought I'd give it a go. These are fairly easy to put together (took me about 15 mins), all the parts are given (you need a screwdriver) and even spare parts are provided. First off, out of the box, it seemed very similar to the Basyx HVL210, the materials seemed extremely similar, one review went about saying it was made by the same factory. I don't know that for a fact but the quality seems like that may be true but the quality of the mesh cushions on the HVL210 is better than these ones here's why - I occasionally cross my legs while sitting on the chair but with this chair the cushions actually don't go back to it's original form but rather deformed permanently (I am 155 lbs). The seats do go up and down vertically but the back is fixed. Additionally, both of these chairs have similar back support and they are good, nice, just the perfect amount of firm to support your back which was a very big deal for me! But there is a significant difference between the backs of these two chairs, the Basyx HVL210 has a somewhat contoured back so your body stays in one place where as this one doesn't have much of a contoured back. Again this goes for personal requirements for every individual, I prefer more contoured. As for sitting long hours on this, for me, if I sit longer than 3 hours at a time, it gets uncomfortable but then again very few people sit that long at a time and if you do, I'd recommend getting up and stretching every now and then! Overall, there is a 20 dollars or so difference in the cost of the chair. I did point out the differences, after this, it's all on personal choice. Good Luck!","29 Apr 2016","","","Yes","Buyer O1","4.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Not as comfortable as I would like","Not as comfortable as I would like. I bought three different chairs on amazon and this was the least comfortable for me. The main reason is the straight back which is perpendicular to the seat.  If you are okay with a straight back chair, then this chair might be good for you.  I decided not to return it because I would have to take everything apart, put everything back in the box, and then drop off to UPS. I put a back cushion on the chair which helped a bit. The back itself does not move or adjust, but when you lean back, the back does tilt. . I bought this chair with no armrest (I prefer armrest) so that it can slide into an IKEA children's desk. With armrests, I would have to lower the seat all the way down in order to slide the armrests under the chair, but the seat would be too low. The other two chairs I bought on amazon were the Belleze Desk Office Chair Mid Back Mesh Ergonomic Computer Task in red and the Boss B316-BY Perfect Posture Delux Fabric Task Chair with Adjustable arms. Both were more comfortable than this chair.","14 Jul 2018","","https://images-na.ssl-images-amazon.com/images/I/81IKR987q-L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81nLqK2ssaL._SY88.jpg","Yes","Sheldon Cooper","3.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Fastest assembly ever!","This chair was delivered less than 25 minutes ago. Since then, I have unpackaged everything (5 min), assembled the chair (14 min), set the height and tilt tension (1 min) and logged in to write this review. Each piece was packaged independently. The only slightly confusing part was installing the seat onto the base. When you put the support post in place, the white 'button' looking thing should be up -- that's what the chair seat connects to (I had the white thing facing the floor, which was incorrect). Aside from that, Amazon makes it SUPER easy with clear instructions and labeling on each piece. (which side faces front, etc). Even the bolts are individually bagged by group, with identification, with another bag containing an extra of each bolt. Granted, I've only been sitting for long enough to type this review, but the chair is reasonably comfortable. The back padding is substantial, as is the seat itself. Surely I could have found a better chair if I wanted to spend the time trying them out at Staples, but for my money and time, this is the very best I could imagine it would be.","29 Sep 2017","","https://images-na.ssl-images-amazon.com/images/I/81Lv6kn2x9L._SY88.jpg","Yes","Brooke C","5.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"WASTED MONEY...If I could mark ""0"" stars I would!!","I bought this chair for my home office.  I'm attending on-line school and needed a comfortable chair to sit in for long periods. I purchased the chair October 2018. today's date is 12/10/2018! #1 Chair will NOT stay at the height I need to be comfortable at my average desk. #2 The Cushion is already completely FLAT in the center and I am an average 140 lb woman. Don't buy this chair.  It adds to my stress daily.  So frustrating to sit down and slowly descend every morning!  every time I return to the chair I have to raise it up.  Also, regarding the cushion, I fit within the edges of the seat and that is where the chair has flattened all the way down to the wood bottom! MONEY WASTED!","10 Dec 2018","","","Yes","Denise Mills","1.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Attractively priced and functions like an office chair","Chair is easy to put together.  It's an obvious Staples product that is rebranded (parts kit has Staples branding), but nonetheless I do not see a chair on the Staples website that is this affordable with the same review quality.  The chair has tilt tension adjustment, and a height adjustment.  It moves pretty easily across my carpeted floor as well.  I looked elsewhere for an office chair that was ~50$ with this much 'review quality' and came up short. UPDATE:  I am knocking off a star and rating it 4 instead of 5.  After a few days of using the chair, I have come to the conclusion that there isn't ample padding in the seat.  My rear end gets a bit stiff after sitting on the chair for a few hours.  I will have to look into getting an additional seat pad or something of the nature.","12 Nov 2015","","","Yes","LJM","4.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"My wife needed this chair to work at the Kitchen table, looks great too!","For the little amount of money, I wasn't expected much. I bought this under PRIME and shipped to my door FREE. Now I have to pay taxes in RI, as RI is the worst state in the country to do business, but it's chump change and what's more, the quality is on par with a chair costing 3x as much. It's very, very sturdy. Oh yeah, talk about fast, order it one day, practically comes the next day! Maybe it's because Amazon now has a 20 football field storehouse right in Fall River, MA near us now? Take it from me, sturdy. If it can be broken, I can do it fast. I would say that you might want to use your own screwdriver type allen wrench than the one they give you or wratchet-allen tool to tighten the bolts because a bit of twisting there. Easy directions, can't make a mistake. The longer bolts won't even fit in the smaller holes under the chair, so you can't blow it! Oh yeah, for the record, first time ever for me, I always marveled how they give you just the right amount of screws when assembling stuff. Well, this vendor gives you an extra small and large bolt! The bag even says EXTRA bolts, lmao! Guess I'm getting old to find that amusing, lol.","24 Oct 2017","","","Yes","Robert Fagnant","5.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"I really like this chair.. with one caveat.","I really like this chair. It's pretty comfortable. A vast improvement over my old junky pc chair. There is alot of cushioning, and it isn't very hard to assemble, all the parts necessary are included. My one complaint is that, the underside of the legs of the chair have not been sanded or rounded; the five legs that protrude from the bottom have sharp edges on the bottom. This is not always a problem, but the other day I did manage to accidentally cut the back of my heel on these legs; if you're like me and you're using this chair at home  (and often barefoot because im at home) this could be a problem for you. If not for this sharp edge, it gets 5 stars. I'm going to buy another one, because i do like the chair; but just know that it can cut you if you aren't careful.","29 Jan 2018","","","Yes","Zelkova","4.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"After 2 months the padding was pretty much non-existent and it started to squeak pretty badly","This was meant as a desk chair for a computer. Padding started to wear out with medium use after a month. After 2 months the padding was pretty much non-existent and it started to squeak pretty badly. I weigh only 160 lbs, so if its wearing out while I'm sitting on it, I can only imagine the longevity an average person would get out of it. Can't recommend at all based on this; you get what you pay for I guess.","19 Aug 2017","","","Yes","Anonymous","1.0","AmazonBasics Upholstered, Low-Back, Adjustable, Swivel Office Desk Chair, Black","/AmazonBasics-GF-60044-Low-Back-Task-Chair/product-reviews/B00XBC3J84/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
